"","year","month","day","gram","counts"
"2135",2020,5,12,"partisipasi besar",5372
"2136",2020,5,12,"disiplin dalam",5363
"2137",2020,5,12,"coronavirus cases",5285
"2138",2020,5,12,"19 cases",4672
"2139",2020,5,12,"death toll",4410
"2140",2020,5,12,"white house",4370
"2141",2020,5,12,"new cases",4224
"2142",2020,5,13,"covid 19",210896
"2143",2020,5,13,"coronavirus pandemic",9479
"2144",2020,5,13,"19 pandemic",8410
"2145",2020,5,13,"coronavirus covid19",8205
"2146",2020,5,13,"covid19 coronavirus",6964
"2147",2020,5,13,"penyebaran covid",5977
"2148",2020,5,13,"rantai penyebaran",5440
"2149",2020,5,13,"mata rantai",5329
"2150",2020,5,13,"memutus mata",5269
"2151",2020,5,13,"virus corona",5257
"2152",2020,5,13,"pandemi covid",4983
"2153",2020,5,13,"coronavirus cases",4907
"2154",2020,5,13,"corona stopmudikcegahcovid19",4835
"2155",2020,5,13,"guna memutus",4814
"2156",2020,5,13,"idul fitri",4570
"2157",2020,5,13,"anggota polri",4566
"2158",2020,5,13,"19 cases",4564
"2159",2020,5,13,"hari raya",4554
"2160",2020,5,13,"mudik untuk",4553
"2161",2020,5,13,"19 atau",4526
"2162",2020,5,13,"atau virus",4504
"2163",2020,5,13,"raya idul",4500
"2164",2020,5,13,"dilarang mudik",4499
"2165",2020,5,13,"fitri 1441",4496
"2166",2020,5,13,"mudik saat",4494
"2167",2020,5,13,"saat hari",4492
"2168",2020,5,13,"1441 guna",4490
"2169",2020,5,13,"polri dan",4490
"2170",2020,5,13,"dan pns",4489
"2171",2020,5,13,"pns polri",4489
"2172",2020,5,13,"polri dilarang",4486
"2173",2020,5,13,"untuk anggota",4481
"2174",2020,5,13,"larangan mudik",4459
"2175",2020,5,13,"rel nofollow",4427
"2176",2020,5,13,"href rel",4427
"2177",2020,5,13,"true href",4357
"2178",2020,5,13,"new cases",4155
"2179",2020,5,13,"coronavirus lockdown",3969
"2180",2020,5,13,"tidak mudik",3909
"2181",2020,5,13,"social distancing",3800
"2182",2020,5,13,"death toll",3721
"2183",2020,5,13,"covid19 pandemic",3682
"2184",2020,5,13,"via youtube",3542
"2185",2020,5,13,"nofollow twitter",3514
"2186",2020,5,13,"coronavirus crisis",3512
"2187",2020,5,13,"new york",3505
"2188",2020,5,13,"back work",3483
"2189",2020,5,13,"amid coronavirus",3420
"2190",2020,5,13,"due coronavirus",3375
"2191",2020,5,13,"coronavirus covid",3321
"2192",2020,5,13,"19 stopmudikcegahcovid19",3312
"2193",2020,5,14,"covid 19",231572
"2194",2020,5,14,"coronavirus pandemic",10482
"2195",2020,5,14,"19 pandemic",9069
"2196",2020,5,14,"coronavirus covid19",9048
"2197",2020,5,14,"covid19 coronavirus",7585
"2198",2020,5,14,"coronavirus cases",5121
"2199",2020,5,14,"19 cases",4987
"2200",2020,5,14,"rel nofollow",4500
"2201",2020,5,14,"href rel",4500
"2202",2020,5,14,"new cases",4482
"2203",2020,5,14,"covid19 pandemic",4458
"2204",2020,5,14,"true href",4426
"2205",2020,5,14,"go away",4261
"2206",2020,5,14,"new york",4175
"2207",2020,5,14,"19 baksosbersamatnipolri",4123
"2208",2020,5,14,"via youtube",4025
"2209",2020,5,14,"social distancing",3857
"2210",2020,5,14,"coronavirus covid",3848
"2211",2020,5,14,"19 crisis",3757
"2212",2020,5,14,"nofollow twitter",3712
"2213",2020,5,14,"may never",3711
"2214",2020,5,14,"pandemi covid",3559
"2215",2020,5,14,"coronavirus crisis",3555
"2216",2020,5,14,"never go",3555
"2217",2020,5,14,"due covid",3452
"2218",2020,5,14,"death toll",3408
"2219",2020,5,14,"coronavirus lockdown",3353
"2220",2020,5,14,"tni polri",3291
"2221",2020,5,14,"coronavirus outbreak",3205
"2222",2020,5,14,"coronavirus vaccine",3189
"2223",2020,5,14,"new coronavirus",3158
"2224",2020,5,14,"bbc news",2987
"2225",2020,5,14,"mental health",2956
"2226",2020,5,14,"public health",2948
"2227",2020,5,14,"coronavirus may",2927
"2228",2020,5,14,"nursing homes",2855
"2229",2020,5,14,"due coronavirus",2814
"2230",2020,5,14,"may 14",2807
"2231",2020,5,14,"amid coronavirus",2801
"2232",2020,5,14,"news coronavirus",2787
"2233",2020,5,14,"twitter web",2673
"2234",2020,5,14,"stay home",2666
"2235",2020,5,14,"white house",2559
"2236",2020,5,14,"casos covid",2550
"2237",2020,5,14,"19 patients",2531
"2238",2020,5,14,"donald trump",2505
"2239",2020,5,14,"19 vaccine",2504
"2240",2020,5,14,"coronavirus deaths",2445
"2241",2020,5,14,"nuevos casos",2388
"2242",2020,5,14,"gt gt",2349
"2243",2020,5,14,"web app",2304
"2244",2020,5,15,"covid 19",231046
"2245",2020,5,15,"coronavirus pandemic",10816
"2246",2020,5,15,"coronavirus covid19",9183
"2247",2020,5,15,"19 pandemic",9101
"2248",2020,5,15,"19 sembakopolripeduli",8669
"2249",2020,5,15,"covid19 coronavirus",8284
"2250",2020,5,15,"new york",5731
"2251",2020,5,15,"bakti sosial",5488
"2252",2020,5,15,"coronavirus cases",5324
"2253",2020,5,15,"19 cases",5314
"2254",2020,5,15,"ditengah pandemi",4936
"2255",2020,5,15,"pandemi covid",4932
"2256",2020,5,15,"terdampak covid",4807
"2257",2020,5,15,"coronavirus relief",4496
"2258",2020,5,15,"new cases",4444
"2259",2020,5,15,"coronavirus vaccine",4326
"2260",2020,5,15,"beban masyarakat",4286
"2261",2020,5,15,"covid19 pandemic",4223
"2262",2020,5,15,"rel nofollow",4163
"2263",2020,5,15,"href rel",4163
"2264",2020,5,15,"social distancing",4092
"2265",2020,5,15,"true href",4086
"2266",2020,5,15,"coronavirus covid",3940
"2267",2020,5,15,"via youtube",3934
"2268",2020,5,15,"death toll",3868
"2269",2020,5,15,"gelar bakti",3752
"2270",2020,5,15,"coronavirus lockdown",3619
"2271",2020,5,15,"coronavirus deaths",3527
"2272",2020,5,15,"coronavirus crisis",3501
"2273",2020,5,15,"kembali gelar",3487
"2274",2020,5,15,"ringankan beban",3457
"2275",2020,5,15,"nofollow twitter",3451
"2276",2020,5,15,"polri kembali",3427
"2277",2020,5,15,"kurang mampu",3401
"2278",2020,5,15,"sosial untuk",3335
"2279",2020,5,15,"untuk ringankan",3324
"2280",2020,5,15,"bbc news",3312
"2281",2020,5,15,"19 crisis",3308
"2282",2020,5,15,"masyarakat ditengah",3303
"2283",2020,5,15,"new coronavirus",3212
"2284",2020,5,15,"due covid",3201
"2285",2020,5,15,"news coronavirus",3128
"2286",2020,5,15,"salut polri",3111
"2287",2020,5,15,"19 patients",3110
"2288",2020,5,15,"amid coronavirus",3013
"2289",2020,5,15,"billray2019 mochamadarip",3007
"2290",2020,5,15,"maranatha_sibrn l07_te",3007
"2291",2020,5,15,"ambarwatirexy billray2019",3007
"2292",2020,5,15,"mochamadarip maranatha_sibrn",3007
"2293",2020,5,15,"wagimandeep212 narkosun",3007
"2294",2020,5,15,"thearieair wagimandeep212",3007
"2295",2020,5,16,"covid 19",198606
"2296",2020,5,16,"coronavirus pandemic",9344
"2297",2020,5,16,"coronavirus covid19",9245
"2298",2020,5,16,"covid19 coronavirus",7031
"2299",2020,5,16,"19 pandemic",6554
"2300",2020,5,16,"19 cases",6068
"2301",2020,5,16,"new york",5724
"2302",2020,5,16,"coronavirus cases",5541
"2303",2020,5,16,"new cases",5181
"2304",2020,5,16,"coronavirus lockdown",4208
"2305",2020,5,16,"death toll",4048
"2306",2020,5,16,"via youtube",3826
"2307",2020,5,16,"social distancing",3727
"2308",2020,5,16,"coronavirus covid",3654
"2309",2020,5,16,"coronavirus deaths",3379
"2310",2020,5,16,"19 patients",3354
"2311",2020,5,16,"href rel",3320
"2312",2020,5,16,"rel nofollow",3320
"2313",2020,5,16,"true href",3250
"2314",2020,5,16,"coronavirus death",3181
"2315",2020,5,16,"bill gates",3119
"2316",2020,5,16,"covid19 pandemic",3112
"2317",2020,5,16,"nuevos casos",2973
"2318",2020,5,16,"new coronavirus",2932
"2319",2020,5,16,"bbc news",2880
"2320",2020,5,16,"coronavirus crisis",2878
"2321",2020,5,16,"nursing homes",2819
"2322",2020,5,16,"coronavirus relief",2800
"2323",2020,5,16,"nofollow twitter",2735
"2324",2020,5,16,"due covid",2720
"2325",2020,5,16,"new covid",2717
"2326",2020,5,16,"trump coronavirus",2704
"2327",2020,5,16,"coronavirus response",2664
"2328",2020,5,16,"19 deaths",2629
"2329",2020,5,16,"may 16",2623
"2330",2020,5,16,"news coronavirus",2598
"2331",2020,5,16,"coronavirus vaccine",2598
"2332",2020,5,16,"casos covid",2589
"2333",2020,5,16,"coronavirus testing",2553
"2334",2020,5,16,"stay home",2553
"2335",2020,5,16,"confirmed cases",2432
"2336",2020,5,16,"donald trump",2427
"2337",2020,5,16,"19 crisis",2365
"2338",2020,5,16,"coronavirus outbreak",2334
"2339",2020,5,16,"19 vaccine",2326
"2340",2020,5,16,"casos confirmados",2294
"2341",2020,5,16,"due coronavirus",2246
"2342",2020,5,16,"casos coronavirus",2178
"2343",2020,5,16,"amid coronavirus",2159
"2344",2020,5,16,"tested positive",2128
"2345",2020,5,16,"covid19 cases",2080
"2346",2020,5,17,"covid 19",179427
"2347",2020,5,17,"coronavirus pandemic",8502
"2348",2020,5,17,"coronavirus covid19",7451
"2349",2020,5,17,"covid19 coronavirus",6172
"2350",2020,5,17,"19 pandemic",5901
"2351",2020,5,17,"coronavirus cases",5833
"2352",2020,5,17,"19 cases",5709
"2353",2020,5,17,"new cases",5105
"2354",2020,5,17,"new york",4515
"2355",2020,5,17,"death toll",3750
"2356",2020,5,17,"social distancing",3667
"2357",2020,5,17,"via youtube",3654
"2358",2020,5,17,"90 000",3602
"2359",2020,5,17,"coronavirus lockdown",3567
"2360",2020,5,17,"eric trump",3390
"2361",2020,5,17,"new coronavirus",3371
"2362",2020,5,17,"rel nofollow",3153
"2363",2020,5,17,"href rel",3153
"2364",2020,5,17,"true href",3082
"2365",2020,5,17,"new covid",3036
"2366",2020,5,17,"coronavirus crisis",2997
"2367",2020,5,17,"nuevos casos",2816
"2368",2020,5,17,"covid19 pandemic",2748
"2369",2020,5,17,"nursing homes",2740
"2370",2020,5,17,"casos covid",2657
"2371",2020,5,17,"nofollow twitter",2645
"2372",2020,5,17,"coronavirus outbreak",2586
"2373",2020,5,17,"coronavirus covid",2573
"2374",2020,5,17,"coronavirus vaccine",2561
"2375",2020,5,17,"coronavirus response",2512
"2376",2020,5,17,"bbc news",2485
"2377",2020,5,17,"19 patients",2459
"2378",2020,5,17,"stay home",2448
"2379",2020,5,17,"bill gates",2431
"2380",2020,5,17,"19 crisis",2401
"2381",2020,5,17,"coronavirus deaths",2349
"2382",2020,5,17,"may 17",2328
"2383",2020,5,17,"coronavirus death",2325
"2384",2020,5,17,"news coronavirus",2277
"2385",2020,5,17,"19 deaths",2196
"2386",2020,5,17,"confirmed cases",2161
"2387",2020,5,17,"public health",2155
"2388",2020,5,17,"casos coronavirus",2152
"2389",2020,5,17,"donald trump",2065
"2390",2020,5,17,"amid coronavirus",2040
"2391",2020,5,17,"covid19 cases",1990
"2392",2020,5,17,"due covid",1972
"2393",2020,5,17,"positive covid",1971
"2394",2020,5,17,"trump administration",1968
"2395",2020,5,17,"casos confirmados",1925
"2396",2020,5,17,"tested positive",1879
"2397",2020,5,18,"covid 19",191871
"2398",2020,5,18,"covid19 coronavirus",14838
"2399",2020,5,18,"coronavirus covid19",9064
"2400",2020,5,18,"coronavirus pandemic",8688
"2401",2020,5,18,"19 pandemic",7294
"2402",2020,5,18,"covid_19 lockdown",6952
"2403",2020,5,18,"lockdown4 staysafe",6949
"2404",2020,5,18,"mondaymotivaton covid_19",6945
"2405",2020,5,18,"lockdown monday",6937
"2406",2020,5,18,"bantiktok lockdown4",6935
"2407",2020,5,18,"coronavirus thelastdance",6931
"2408",2020,5,18,"staysafe mondaymotivaton",6927
"2409",2020,5,18,"stayhome mondaymotivation",6923
"2410",2020,5,18,"monday mondaythoughts",6922
"2411",2020,5,18,"mondaymotivation mentalhealthawarenessweek",6920
"2412",2020,5,18,"thelastdance stayhome",6920
"2413",2020,5,18,"mentalhealthawarenessweek bantiktok",6920
"2414",2020,5,18,"repost felizlunes",6918
"2415",2020,5,18,"mondaythoughts repost",6918
"2416",2020,5,18,"felizlunes photography",6917
"2417",2020,5,18,"coronavirus vaccine",5764
"2418",2020,5,18,"coronavirus cases",5061
"2419",2020,5,18,"19 cases",4865
"2420",2020,5,18,"new cases",4012
"2421",2020,5,18,"covid19 pandemic",4001
"2422",2020,5,18,"social distancing",3988
"2423",2020,5,18,"href rel",3631
"2424",2020,5,18,"rel nofollow",3631
"2425",2020,5,18,"true href",3575
"2426",2020,5,18,"new york",3372
"2427",2020,5,18,"coronavirus covid",3214
"2428",2020,5,18,"new coronavirus",3170
"2429",2020,5,18,"taking hydroxychloroquine",3077
"2430",2020,5,18,"19 crisis",3017
"2431",2020,5,18,"nofollow twitter",3004
"2432",2020,5,18,"via youtube",2999
"2433",2020,5,18,"coronavirus lockdown",2972
"2434",2020,5,18,"death toll",2927
"2435",2020,5,18,"coronavirus crisis",2904
"2436",2020,5,18,"bbc news",2751
"2437",2020,5,18,"news coronavirus",2695
"2438",2020,5,18,"90 000",2684
"2439",2020,5,18,"may 18",2640
"2440",2020,5,18,"trump says",2631
"2441",2020,5,18,"19 vaccine",2596
"2442",2020,5,18,"due covid",2520
"2443",2020,5,18,"mental health",2458
"2444",2020,5,18,"coronavirus outbreak",2380
"2445",2020,5,18,"donald trump",2366
"2446",2020,5,18,"tested positive",2359
"2447",2020,5,18,"19 patients",2353
"2448",2020,5,19,"covid 19",186955
"2449",2020,5,19,"covid_19 coronavirus",16105
"2450",2020,5,19,"covid19 happybirthdayntr",15371
"2451",2020,5,19,"angiemotshekga covid_19",15370
"2452",2020,5,19,"happybirthdayntr ليله_27",15368
"2453",2020,5,19,"ليله_27 angiemotshekga",15368
"2454",2020,5,19,"coronavirus kadirgecesi",15368
"2455",2020,5,19,"kadirgecesi ليلة_القدر",15368
"2456",2020,5,19,"ليلة_القدر lockdown2020",15368
"2457",2020,5,19,"covid19 coronavirus",8498
"2458",2020,5,19,"coronavirus pandemic",6944
"2459",2020,5,19,"19 pandemic",6197
"2460",2020,5,19,"tmobiletuesdays contest",5819
"2461",2020,5,19,"coronavirus morbidlyobese",5780
"2462",2020,5,19,"tuesdaythoughts hydroxychloroquine",5767
"2463",2020,5,19,"morbidlyobese tuesdaythoughts",5764
"2464",2020,5,19,"hydroxychloroquine tmobiletuesdays",5764
"2465",2020,5,19,"contest obamagate",5764
"2466",2020,5,19,"lindungi dirimu",5537
"2467",2020,5,19,"coronavirus cases",5484
"2468",2020,5,19,"19 cases",5276
"2469",2020,5,19,"href rel",4823
"2470",2020,5,19,"rel nofollow",4823
"2471",2020,5,19,"true href",4743
"2472",2020,5,19,"pandemi covid",3984
"2473",2020,5,19,"nofollow twitter",3899
"2474",2020,5,19,"coronavirus covid19",3662
"2475",2020,5,19,"coronavirus vaccine",3473
"2476",2020,5,19,"new cases",3361
"2477",2020,5,19,"new york",3360
"2478",2020,5,19,"sobat polri",3139
"2479",2020,5,19,"via youtube",3095
"2480",2020,5,19,"menghadapi pandemi",2990
"2481",2020,5,19,"donald trump",2969
"2482",2020,5,19,"polri menghadapi",2957
"2483",2020,5,19,"new coronavirus",2906
"2484",2020,5,19,"dirimu gunakan",2888
"2485",2020,5,19,"19 yuk",2843
"2486",2020,5,19,"gunakan masker",2772
"2487",2020,5,19,"taking hydroxychloroquine",2760
"2488",2020,5,19,"twitter web",2754
"2489",2020,5,19,"gunakan maskerhai",2753
"2490",2020,5,19,"maskerhai sobat",2747
"2491",2020,5,19,"amid coronavirus",2739
"2492",2020,5,19,"yuk lindungi",2737
"2493",2020,5,19,"bbc news",2733
"2494",2020,5,19,"casos covid",2651
"2495",2020,5,19,"dirimu dan",2640
"2496",2020,5,19,"trump says",2555
"2497",2020,5,19,"due covid",2554
"2498",2020,5,19,"death toll",2537
"2499",2020,5,21,"covid 19 pandemic",9216
"2500",2020,5,21,"covid 19 cases",6590
"2501",2020,5,21,"covid 19 crisis",3462
"2502",2020,5,21,"due covid 19",3425
"2503",2020,5,21,"casos covid 19",3299
"2504",2020,5,21,"covid 19 deaths",2737
"2505",2020,5,21,"covid 19 patients",2684
"2506",2020,5,21,"covid 19 vaccine",2561
"2507",2020,5,21,"coronavirus covid 19",2559
"2508",2020,5,21,"new covid 19",2303
"2509",2020,5,21,"covid 19 via",2209
"2510",2020,5,21,"covid 19 testing",1872
"2511",2020,5,21,"positive covid 19",1844
"2512",2020,5,21,"36 000 lives",1766
"2513",2020,5,21,"amid covid 19",1723
"2514",2020,5,21,"covid 19 outbreak",1701
"2515",2020,5,21,"new coronavirus cases",1645
"2516",2020,5,21,"da covid 19",1613
"2517",2020,5,21,"covid 19 response",1591
"2518",2020,5,21,"least 36 000",1590
"2519",2020,5,21,"impact covid 19",1559
"2520",2020,5,21,"covid 19 lockdown",1545
"2521",2020,5,21,"covid 19 test",1479
"2522",2020,5,21,"fight covid 19",1458
"2523",2020,5,21,"bbc news coronavirus",1429
"2524",2020,5,21,"pandemia covid 19",1419
"2525",2020,5,21,"covid 19 di",1360
"2526",2020,5,21,"cases covid 19",1336
"2527",2020,5,21,"covid 19 death",1313
"2528",2020,5,21,"cost least 36",1281
"2529",2020,5,21,"delays cost least",1262
"2530",2020,5,21,"lockdown delays cost",1234
"2531",2020,5,21,"000 lives data",1226
"2532",2020,5,21,"lives data show",1212
"2533",2020,5,21,"does spread easily",1201
"2534",2020,5,21,"coronavirus live updates",1194
"2535",2020,5,21,"últimas 24 horas",1193
"2536",2020,5,21,"may 21 2020",1155
"2537",2020,5,21,"covid 19 virus",1154
"2538",2020,5,21,"coronavirus does spread",1143
"2539",2020,5,21,"covid 19 relief",1138
"2540",2020,5,21,"post covid 19",1136
"2541",2020,5,21,"new york times",1115
"2542",2020,5,21,"response covid 19",1077
"2543",2020,5,21,"covid 19 update",1059
"2544",2020,5,21,"pandemi covid 19",1057
"2545",2020,5,21,"covid 19 coronavirus",1032
"2546",2020,5,21,"global coronavirus cases",1023
"2547",2020,5,21,"half accounts tweeting",1017
"2548",2020,5,21,"cdc says coronavirus",1014
"2549",2020,5,21,"accounts tweeting coronavirus",1012
"2550",2020,5,22,"covid 19 pandemic",8506
"2551",2020,5,22,"covid 19 cases",5627
"2552",2020,5,22,"penyebaran covid 19",3681
"2553",2020,5,22,"covid 19 patients",3377
"2554",2020,5,22,"covid 19 crisis",3180
"2555",2020,5,22,"due covid 19",3108
"2556",2020,5,22,"covid 19 dengan",2952
"2557",2020,5,22,"casos covid 19",2923
"2558",2020,5,22,"pandemi covid 19",2765
"2559",2020,5,22,"covid 19 dirumahajalebihbaik",2676
"2560",2020,5,22,"covid 19 vaccine",2562
"2561",2020,5,22,"coronavirus covid 19",2468
"2562",2020,5,22,"covid 19 deaths",2318
"2563",2020,5,22,"polri imbau masyarakat",2296
"2564",2020,5,22,"new covid 19",2181
"2565",2020,5,22,"1trenggalek thearieair tjhinfar21",1945
"2566",2020,5,22,"thearieair tjhinfar21 wagimandeep212",1945
"2567",2020,5,22,"tjhinfar21 wagimandeep212 narkosun",1945
"2568",2020,5,22,"wagimandeep212 narkosun kampoeng_99",1945
"2569",2020,5,22,"1802_kimmi aryprasetyo85 dewidrupadi_45",1945
"2570",2020,5,22,"aryprasetyo85 dewidrupadi_45 _gussur",1945
"2571",2020,5,22,"dewidrupadi_45 _gussur maranatha_sibrn",1945
"2572",2020,5,22,"_gussur maranatha_sibrn mulyanadipura",1945
"2573",2020,5,22,"maranatha_sibrn mulyanadipura anak_singkong1_",1945
"2574",2020,5,22,"narkosun kampoeng_99 hamka_sutra",1944
"2575",2020,5,22,"kampoeng_99 hamka_sutra 1802_kimmi",1944
"2576",2020,5,22,"hamka_sutra 1802_kimmi aryprasetyo85",1944
"2577",2020,5,22,"covid 19 via",1927
"2578",2020,5,22,"positive covid 19",1836
"2579",2020,5,22,"covid 19 testing",1827
"2580",2020,5,22,"bbc news coronavirus",1771
"2581",2020,5,22,"amid covid 19",1722
"2582",2020,5,22,"da covid 19",1715
"2583",2020,5,22,"covid 19 di",1687
"2584",2020,5,22,"increased risk death",1683
"2585",2020,5,22,"cegah penyebaran covid",1673
"2586",2020,5,22,"rantai penyebaran covid",1589
"2587",2020,5,22,"covid 19 outbreak",1525
"2588",2020,5,22,"cegah covid 19",1525
"2589",2020,5,22,"mata rantai penyebaran",1510
"2590",2020,5,22,"silaturahmi lebaran tetap",1509
"2591",2020,5,22,"lebaran tetap asik",1503
"2592",2020,5,22,"putus mata rantai",1481
"2593",2020,5,22,"tetap asik dirumahajalebihbaik",1475
"2594",2020,5,22,"di rumah saja",1463
"2595",2020,5,22,"berada di rumah",1406
"2596",2020,5,22,"cegah pandemi covid",1399
"2597",2020,5,22,"linked increased risk",1399
"2598",2020,5,22,"imbau masyarakat tidak",1398
"2599",2020,5,22,"masyarakat tidak lakukan",1398
"2600",2020,5,22,"19 dengan berada",1396
"2601",2020,5,23,"covid 19 cases",5933
"2602",2020,5,23,"covid 19 pandemic",5749
"2603",2020,5,23,"covid 19 patients",3548
"2604",2020,5,23,"casos covid 19",2851
"2605",2020,5,23,"covid 19 vaccine",2506
"2606",2020,5,23,"covid 19 deaths",2454
"2607",2020,5,23,"coronavirus covid 19",2230
"2608",2020,5,23,"covid 19 crisis",2166
"2609",2020,5,23,"pandemi covid 19",2116
"2610",2020,5,23,"due covid 19",2105
"2611",2020,5,23,"new covid 19",2067
"2612",2020,5,23,"positive covid 19",1969
"2613",2020,5,23,"cashless society know",1880
"2614",2020,5,23,"nursing home coronavirus",1862
"2615",2020,5,23,"bbc news coronavirus",1708
"2616",2020,5,23,"new coronavirus cases",1619
"2617",2020,5,23,"covid 19 via",1579
"2618",2020,5,23,"coronavirus dominic cummings",1493
"2619",2020,5,23,"new york times",1421
"2620",2020,5,23,"towards cashless society",1366
"2621",2020,5,23,"wabah covid 19",1362
"2622",2020,5,23,"últimas 24 horas",1292
"2623",2020,5,23,"cases covid 19",1281
"2624",2020,5,23,"covid 19 ini",1277
"2625",2020,5,23,"covid 19 di",1214
"2626",2020,5,23,"covid 19 death",1153
"2627",2020,5,23,"da covid 19",1140
"2628",2020,5,23,"amid coronavirus pandemic",1125
"2629",2020,5,23,"adanya wabah covid",1107
"2630",2020,5,23,"covid 19 silaturahmi",1107
"2631",2020,5,23,"coronavirus live updates",1105
"2632",2020,5,23,"amid covid 19",1102
"2633",2020,5,23,"memorial day weekend",1101
"2634",2020,5,23,"silaturahmi online saja",1101
"2635",2020,5,23,"tahu saat ini",1100
